ID,MODEL_NO,DIMAID,WID,AIRLINE,AIRCRAFT_TYPE,REGISTRATION,DESCRIPTION,SIZE,PRICE,SHIPPING,TAX,COMPANY,ORDEREDFROM,DATEOFORDER,HangarClub,PictureID
6693,XX2485,71766.0,,CATHAY DRAGON,A330-300,B-HYQ,JC Wings CATHAY DRAGON A330-343E 1:200 XX2485  2015s  Colors. With Rolling Gears. With Stand.B-HYQ,1:200,62.0,4.0,0.0,JC WINGS,ADI,2016-07-26,False,7599.0
6694,GJDAL1540,71502.0,,DELTA,A320-200,N374NW,Gemini Jets Delta Air Lines A320-212 1:400 GJDAL1540  2007s  Colors. With  SkyTeam  Logo. With Rolling Gears.N374NW,1:400,28.0,0.0,0.0,GEMINIJETS,ADI,2016-06-26,False,7288.0
6695,ACJA8001,72772.0,,JAL,DC8-32,JA8001,Aeroclassics JAL Japan Airlines DC-8-32 1:400 ACJA8001  1970s  Colors. With Polished Fuselage. With Rolling Gears.JA8001,1:400,32.26,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7601.0
6696,ACVTDXK,72767.0,,INDIAN AIRLINES,HS748,VT-DXK,Aeroclassics Indian Airlines 748-224 1:400 ACVTDXK  1970s  Colors. With Rolling Gears.VT-DXK,1:400,28.86,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7606.0
6697,ACVTDXK,72767.0,,INDIAN AIRLINES,HS748,VT-DXK,Aeroclassics Indian Airlines 748-224 1:400 ACVTDXK  1970s  Colors. With Rolling Gears.VT-DXK,1:400,28.86,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7606.0
6698,ACVTDXK,72767.0,,INDIAN AIRLINES,HS748,VT-DXK,Aeroclassics Indian Airlines 748-224 1:400 ACVTDXK  1970s  Colors. With Rolling Gears.VT-DXK,1:400,28.86,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7606.0
6699,ACVTDXK,72767.0,,INDIAN AIRLINES,HS748,VT-DXK,Aeroclassics Indian Airlines 748-224 1:400 ACVTDXK  1970s  Colors. With Rolling Gears.VT-DXK,1:400,28.86,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7606.0
6700,ACVTDXK,72767.0,,INDIAN AIRLINES,HS748,VT-DXK,Aeroclassics Indian Airlines 748-224 1:400 ACVTDXK  1970s  Colors. With Rolling Gears.VT-DXK,1:400,28.86,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7606.0
6701,ACPHDCA,72771.0,,KLM,DC8-33,PH-DCA,Aeroclassics KLM Royal Dutch Airlines DC-8-33 1:400 ACPHDCA  1960s  Colors. With Polished Fuselage. With Rolling Gears.PH-DCA,1:400,32.26,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7607.0
6702,ACPPPEA,72764.0,,VARIG,DC8-33,PP-PEA,Aeroclassics VARIG DC-8-33 1:400 ACPPPEA  1970s  Colors. With Polished Fuselage. With Rolling Gears.PP-PEA,1:400,32.26,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7610.0
6703,ACPPPEA,72764.0,,VARIG,DC8-33,PP-PEA,Aeroclassics VARIG DC-8-33 1:400 ACPPPEA  1970s  Colors. With Polished Fuselage. With Rolling Gears.PP-PEA,1:400,32.26,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7610.0
6704,ACPPPEA,72764.0,,VARIG,DC8-33,PP-PEA,Aeroclassics VARIG DC-8-33 1:400 ACPPPEA  1970s  Colors. With Polished Fuselage. With Rolling Gears.PP-PEA,1:400,32.26,1.3,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-08-05,False,7610.0
6705,VMDAIDA,72876.0,,LUFTHANSA,A310-300,D-AIDA,Byrd Models Lufthansa A310-304 1:400 VMDAIDA  1990s  Colors. With Rolling Gears.D-AIDA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7611.0
6706,VMDAIDA,72876.0,,LUFTHANSA,A310-300,D-AIDA,Byrd Models Lufthansa A310-304 1:400 VMDAIDA  1990s  Colors. With Rolling Gears.D-AIDA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7611.0
6707,VMDAIDA,72876.0,,LUFTHANSA,A310-300,D-AIDA,Byrd Models Lufthansa A310-304 1:400 VMDAIDA  1990s  Colors. With Rolling Gears.D-AIDA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7611.0
6708,VMDAICK,72875.0,,LUFTHANSA,A310-200,D-AICK,Byrd Models Lufthansa A310-203 1:400 VMDAICK  1980s  Colors. With Rolling Gears.D-AICK,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7614.0
6709,VMDAICK,72875.0,,LUFTHANSA,A310-200,D-AICK,Byrd Models Lufthansa A310-203 1:400 VMDAICK  1980s  Colors. With Rolling Gears.D-AICK,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7614.0
6710,VMDAIDD,72877.0,,LUFTHANSA,A310-300,D-AIDD,Byrd Models Lufthansa A310-304 1:400 VMDAIDD  1990s  Colors. With  Lufthansa Express  Titles. With Rolling Gears.D-AIDD,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7616.0
6711,VMN802PA,72873.0,,DELTA,A310-200,N802PA,Byrd Models Delta Air Lines A310-222 1:400 VMN802PA 	 Widget  Colors. With Rolling Gears.N802PA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7617.0
6712,VMN802PA,72873.0,,DELTA,A310-200,N802PA,Byrd Models Delta Air Lines A310-222 1:400 VMN802PA 	 Widget  Colors. With Rolling Gears.N802PA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7617.0
6713,VMN835AB,72874.0,,DELTA,A310-300,N835AB,Byrd Models Delta Air Lines A310-324 1:400 VMN835AB  Widget  Colors. With Rolling Gears.N835AB,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7619.0
6714,VMN835AB,72874.0,,DELTA,A310-300,N835AB,Byrd Models Delta Air Lines A310-324 1:400 VMN835AB  Widget  Colors. With Rolling Gears.N835AB,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7619.0
6715,VMN801PA,72878.0,,PANAM,A310-200,N801PA,Byrd Models Pan American World Airways A310-222 1:400 VMN801PA  1980s - Billboard  Colors. With Rolling Gears.N801PA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7621.0
6716,VMN801PA,72878.0,,PANAM,A310-200,N801PA,Byrd Models Pan American World Airways A310-222 1:400 VMN801PA  1980s - Billboard  Colors. With Rolling Gears.N801PA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7621.0
6717,VMN822PA,72879.0,,PANAM,A310-300,N822PA,Byrd Models Pan American World Airways A310-324 1:400 VMN822PA  1980s - Billboard  Colors. With Rolling Gears.N822PA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7623.0
6718,VMN822PA,72879.0,,PANAM,A310-300,N822PA,Byrd Models Pan American World Airways A310-324 1:400 VMN822PA  1980s - Billboard  Colors. With Rolling Gears.N822PA,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7623.0
6719,VM9VSTI,72881.0,,SINGAPORE AIRLINES,A310-200,9V-STI,Byrd Models Singapore Airlines A310-222 1:400 VM9VSTI  1990s  Colors. With Rolling Gears.9V-STI,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7626.0
6720,VM9VSTI,72881.0,,SINGAPORE AIRLINES,A310-200,9V-STI,Byrd Models Singapore Airlines A310-222 1:400 VM9VSTI  1990s  Colors. With Rolling Gears.9V-STI,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7626.0
6721,VM9VSTK,72880.0,,SINGAPORE AIRLINES,A310-200,9V-STK,Byrd Models Singapore Airlines A310-222 1:400 VM9VSTK  1980s  Colors. With Rolling Gears.9V-STK,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7627.0
6722,VM9VSTK,72880.0,,SINGAPORE AIRLINES,A310-200,9V-STK,Byrd Models Singapore Airlines A310-222 1:400 VM9VSTK  1980s  Colors. With Rolling Gears.9V-STK,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7627.0
6723,VM9VSTF,72882.0,,SINGAPORE AIRLINES,A310-300,9V-STF,Byrd Models Singapore Airlines A310-324 1:400 VM9VSTF  1990s  Colors. With Rolling Gears.9V-STF,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7629.0
6724,VM9VSTF,72882.0,,SINGAPORE AIRLINES,A310-300,9V-STF,Byrd Models Singapore Airlines A310-324 1:400 VM9VSTF  1990s  Colors. With Rolling Gears.9V-STF,1:400,32.26,0.75,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7629.0
6725,WB-CLASSIC II,72657.0,,Lufthansa,B747-200,D-ABZA,Inflight200 Lufthansa B 747-230 1:200 WB-CLASSIC II  1980s  Colors. With Polished Fuselage. With Rolling Gears. With Stand.D-ABZA,1:200,0.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-09-01,False,7631.0
6726,IF77730416,71925.0,,Jet Airways,B777-300ER,VT-JEM,Inflight200 Jet Airways B 777-35RER 1:200 IF77730416  2007s  Colors. With Rolling Gears. With Stand.VT-JEM,1:200,117.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-03-04,False,7632.0
6727,JC2ANZ925,72648.0,,Air New Zealand,B747-400,ZK-SUJ,JC Wings Air New Zealand B 747-4F6 1:200 JC2ANZ925 	 Lord of The Rings - Legolas and Aragorn  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.ZK-SUJ,1:200,118.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2016-07-01,False,7633.0
6728,NH20095,72956.0,,ANA,B777-300ER,JA789A,Hogan ANA All Nippon Airways B 777-381ER 1:200 NH20095  Star Wars - BB8  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand. Exclusive for the Japanese Market.JA789A,1:200,150.0,0.0,0.0,ANA PRECISION MODELS,WAFFLECOLLECTIBLES,2016-08-29,False,7634.0
6729,HG20092,72955.0,,ANA,B787-900,JA873A,Hogan ANA All Nippon Airways B 787-981 1:200 HG20092 	 Star Wars - R2D2  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand. Exclusive for the Japanese MarketJA873A,1:200,150.0,0.0,0.0,ANA PRECISION MODELS,WAFFLECOLLECTIBLES,2016-08-29,False,7635.0
6730,VMDAIDD,72877.0,,LUFTHANSA,A310-300,D-AIDD,Byrd Models Lufthansa A310-304 1:400 VMDAIDD  1990s  Colors. With  Lufthansa Express  Titles. With Rolling Gears.D-AIDD,1:400,33.0,0.0,0.0,Byrd Models,WAFFLECOLLECTIBLES,2016-08-21,False,7616.0
6731,GJICE1544,72284.0,,ICELANDAIR,B757-200,TF-FIU,Gemini Jets Icelandair B 757-256WL 1:400 GJICE1544  Northern Lights - Hekla Aurora  Colors.TF-FIU,1:400,33.5,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2016-05-11,False,7573.0
6732,GJICE1544,72284.0,,ICELANDAIR,B757-200,TF-FIU,Gemini Jets Icelandair B 757-256WL 1:400 GJICE1544  Northern Lights - Hekla Aurora  Colors.TF-FIU,1:400,33.5,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2016-05-11,False,7573.0
6733,ACBHSO,72978.0,,CATHAY DRAGON,A320-200,B-HSO,Aeroclassics Cathay Dragon A320-232 1:400 ACBHSO  2016s  Colors. With Rolling Gears.B-HSO,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-10-01,False,7639.0
6734,ACBHSO,72978.0,,CATHAY DRAGON,A320-200,B-HSO,Aeroclassics Cathay Dragon A320-232 1:400 ACBHSO  2016s  Colors. With Rolling Gears.B-HSO,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-10-01,False,7639.0
6735,ACBHSO,72978.0,,CATHAY DRAGON,A320-200,B-HSO,Aeroclassics Cathay Dragon A320-232 1:400 ACBHSO  2016s  Colors. With Rolling Gears.B-HSO,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-10-01,False,7639.0
6736,IF77730516,72167.0,,AIR INDIA,B777-300ER,VT-ALO,Inflight200 Air India B 777-337ER 1:200 IF77730516  2008s  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.VT-ALO,1:200,113.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-04-13,False,7642.0
6737,WB-CLASSIC II,72657.0,,Lufthansa,B747-200,D-ABZA,Inflight200 Lufthansa B 747-230 1:200 WB-CLASSIC II  1980s  Colors. With Polished Fuselage. With Rolling Gears. With Stand.D-ABZA,1:200,134.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-05-11,False,7643.0
6738,JF-747-3-003,71960.0,,AIR FRANCE,B747-300,F-GETB,Inflight200 Air France B 747-328 1:200 JF-747-3-003  1990s  Colors. With  SkyTeam  Logo. With Rolling Gears.F-GETB,1:200,156.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-03-14,False,7644.0
6739,ACB16308,72974.0,,EVA AIR,A330-200,B-16308,Aeroclassics EVA Air A330-203 1:400 ACB16308  2003s  Colors. With  Star Alliance  Logo. With Rolling Gears.B-16308,1:400,32.23,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7645.0
6740,ACB16308,72974.0,,EVA AIR,A330-200,B-16308,Aeroclassics EVA Air A330-203 1:400 ACB16308  2003s  Colors. With  Star Alliance  Logo. With Rolling Gears.B-16308,1:400,32.23,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7645.0
6741,ACB16308,72974.0,,EVA AIR,A330-200,B-16308,Aeroclassics EVA Air A330-203 1:400 ACB16308  2003s  Colors. With  Star Alliance  Logo. With Rolling Gears.B-16308,1:400,32.23,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7645.0
6742,ACPTTME,72958.0,,LATAM,A319-100,PT-TME,Aeroclassics LATAM A319-132 1:400 ACPTTME  2016s  Colors. With Rolling Gears.PT-TME,1:400,30.56,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7648.0
6743,ACPTTME,72958.0,,LATAM,A319-100,PT-TME,Aeroclassics LATAM A319-132 1:400 ACPTTME  2016s  Colors. With Rolling Gears.PT-TME,1:400,30.56,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7648.0
6744,ACPTTME,72957.0,,LATAM,A319-100,PT-TME,Aeroclassics LATAM A319-132 1:400 ACPTTME  Rio Olympics  Colors. With Rolling Gears.PT-TME,1:400,30.56,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7650.0
6745,ACPTTME,72957.0,,LATAM,A319-100,PT-TME,Aeroclassics LATAM A319-132 1:400 ACPTTME  Rio Olympics  Colors. With Rolling Gears.PT-TME,1:400,30.56,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7650.0
6746,ACHCCPZ,72960.0,,LATAM,A319-100,HC-CPZ,Aeroclassics LATAM A319-132 1:400 ACHCCPZ  2016s  Colors. With Rolling Gears.HC-CPZ,1:400,30.56,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7652.0
6747,ACCCCYL,72959.0,,LATAM,A319-100,CC-CYL,Aeroclassics LATAM A319-132 1:400 ACCCCYL  2016s  Colors. With Rolling Gears.CC-CYL,1:400,30.56,2.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-28,False,7653.0
6748,XX2744,72572.0,,UNITED,B747-400,N178UA,JC Wings United Airlines B 747-422 1:200 XX2744  1994s  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.N178UA,1:200,108.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2016-07-01,False,7654.0
6749,JF-747-3-004,72401.0,,CATHAY PACIFIC,B747-300,VR-HII,Inflight200 CATHAY PACIFIC B 747-367 1:200 JF-747-3-004  1980s  Colors. With Polished Fuselage. With Rolling Gears. With Stand.VR-HII,1:200,135.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-05-29,False,7655.0
6750,	JF-747-4-037,72400.0,,CATHAY PACIFIC,B747-400,VR-HOU,Inflight200 CATHAY PACIFIC B 747-467 1:200 JF-747-4-037  1980s  Colors. With Polished Fuselage. With Rolling Gears. With Stand.VR-HOU,1:200,135.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-05-29,False,7656.0
6751,JF-747-2-005,72402.0,,NORTHWEST,B747-200,N644NW,Inflight200 Northwest Airlines B 747-212F 1:200 JF-747-2-005  Select 3-Speed Service  Colors. With Rolling Gears. With Stand.N644NW,1:200,135.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-05-29,False,7657.0
6752,IF7431216,72164.0,,VARIG,B747-300,PP-VNI,Inflight200 VARIG B 747-341SCD 1:200 IF7431216  Star Alliance  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.PP-VNI,1:200,125.0,0.0,0.0,INFLIGHT200,WAFFLECOLLECTIBLES,2016-04-13,False,7658.0
6753,XX2494,72029.0,,BOAC,CONCORDE,G-BOAC,JC Wings BOAC Concorde 102 1:200 XX2494  1970s - Fantasy  Colors. With Adjustable Nose. With Rolling Gears. With Stand.G-BOAC,1:200,81.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2016-05-11,False,7659.0
6754,NA,73216.0,,ANA,B787-900,JA873A,JC Wings ANA All Nippon Airways B 787-981 1:400  Star Wars - R2D2  Colors. With  Star Alliance  Logo. With Rolling Gears.JA873A,1:400,75.0,1.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2016-09-27,False,7660.0
6755,ACB8395,73145.0,,CHINA EASTERN,A320-200,B-8395,Aeroclassics China Eastern Airlines A320-214WL 1:400 ACB8395  2014s  Colors. With  SkyTeam  Logo. With Rolling Gears.B-8395,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7661.0
6756,ACN118US,73146.0,,AMERICAN AIRLINES,A320-200,N118US,BlueBox American Airlines A320-214 1:400 ACN118US  2013s  Colors. With Rolling Gears.N118US,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7662.0
6757,ACCFLSF,73138.0,,CANADIAN AIRLINES,A320-200,C-FLSF,Aeroclassics Canadian Airlines A320-211 1:400 ACCFLSF  1996s  Colors. With Rolling Gears.C-FLSF,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7663.0
6759,ACPTTMN,73140.0,,LATAM,A320-200,PT-TMN,Aeroclassics LATAM A320-271N 1:400 ACPTTMN 	 2016s  Colors. With Rolling Gears.PT-TMN,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7664.0
6760,ACEIIMJ,73139.0,,ALITALIA,A319-100,EI-IMJ,Aeroclassics Alitalia A319-112 1:400 ACEIIMJ  2015s  Colors. With  SkyTeam  Logo. With Rolling Gears.EI-IMJ,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7665.0
6761,PH4CPAXXX,72931.0,,CATHAY PACIFIC,B747-800,B-LJN,Phoenix Models CATHAY PACIFIC B 747-867F 1:400 PH4CPAXXX  2015s  Colors. With Rolling Gears.B-LJN,1:400,35.66,1.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2016-09-27,False,7666.0
6762,PH4CPAXXX,72931.0,,CATHAY PACIFIC,B747-800,B-LJN,Phoenix Models CATHAY PACIFIC B 747-867F 1:400 PH4CPAXXX  2015s  Colors. With Rolling Gears.B-LJN,1:400,35.66,1.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2016-09-27,False,7666.0
6763,PH4DLHXXX,72932.0,,Lufthansa,A340-600,D-AIHK,Phoenix Models Lufthansa A340-642 1:400 PH4DLHXXX  FC Bayern Audi Summer Tour USA 2016  Colors. With  Star Alliance  Logo. With Rolling Gears.D-AIHK,1:400,34.81,1.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2016-09-27,False,7668.0
6764,PH4DLHXXX,72932.0,,Lufthansa,A340-600,D-AIHK,Phoenix Models Lufthansa A340-642 1:400 PH4DLHXXX  FC Bayern Audi Summer Tour USA 2016  Colors. With  Star Alliance  Logo. With Rolling Gears.D-AIHK,1:400,34.81,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2016-09-27,False,7668.0
6765,ACJA8544,73152.0,,JAL,DC10-40,JA8544,Aeroclassics JALWAYS DC-10-40 1:400 ACJA8544  1990s - Resocha  Colors. With Rolling Gears.JA8544,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7670.0
6766,ACJA8544,73148.0,,JAL,DC10-40,JA8544,Aeroclassics JALWAYS DC-10-40 1:400 ACJA8544  2003s - Resocha  Colors. With Rolling Gears..JA8544,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7671.0
6767,ACJA8539,73147.0,,JAL,DC10-40,JA8539,Aeroclassics Japan Air Charter DC-10-40 1:400 ACJA8539  Resocha  Colors. With Rolling Gears.JA8539,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7672.0
6768,ACJA8543,73149.0,,JAL,DC10-40,JA8543,Aeroclassics JAL Japan Airlines DC-10-40 1:400 :ACJA8543  2003s  Colors. With Rolling Gears.JA8543,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2016-09-27,False,7673.0
6769,BBOX212,71001.0,,Ansett Australia,B747-300,VH-INJ,JC Wings Ansett Australia B 747-312 1:200 BBOX212  Sydney Olympics - 2000  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.VH-INJ,1:200,122.0,0.0,0.0,JC WINGS,WAFFLECOLLECTIBLES,2015-10-04,False,7674.0
6770,GJAAL1549,72715.0,,American Airlines,A330-300,	N290AY,Gemini Jets American Airlines A330-243 1:400 GJAAL1549 	 2013s  Colors. With Rolling Gears.	N290AY,1:400,30.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7675.0
6771,GJJBU1545,72718.0,,JETBLUE,A320-200,N586JB,Gemini Jets JetBlue Airways A320-232 1:400 GJJBU1545  I Love NY  Colors. With Rolling Gears.N586JB,1:400,25.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7676.0
6772,GJUAL1511,72720.0,,UNITED,CRJ200ER,N905SW,Gemini Jets United Express / Skywest Airlines CRJ200ER 1:400 GJUAL1511  2012s  Colors. With  Star Alliance  Logo.N905SW,1:400,24.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7677.0
6773,GJAFO1438,72722.0,,USAF,B747-200,92-9000,Gemini Jets United States Air Force B 747-2G4B VC-25A 1:400 GJAFO1438  Air Force One  Colors. With Rolling Gears.,1:400,35.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7678.0
6774,G2AFR600,72723.0,,AIR FRANCE,CONCORDE,F-BVFF,Gemini Jets Air France Concorde 1:200 G2AFR600 	 1990s  Colors. With  SkyTeam  Logo. With Rolling Gears. With Stand.F-BVFF,1:200,60.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7679.0
6775,G2ASA594,72724.0,,ALASKA AIRLINES,B737-800,N563AS,Gemini Jets Alaska Airlines B 737-890WL 1:200 G2ASA594  2016s  Colors. With Rolling Gears. With Stand.N563AS,1:200,54.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7680.0
6776,G2DAL582,72725.0,,DELTA,B747-400,N668US,Gemini Jets Delta Air Lines B 747-451 1:200 G2DAL582  2007s  Colors. With  SkyTeam  Logo. With Rolling Gears. With Stand.	N668US,1:200,109.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7681.0
6777,G2SKW603,72726.0,,SKYWEST AIRLINES,EMB-120,N560SW,Gemini Jets Skywest Airlines EMB-120 1:200 G2SKW603  1990s  Colors. With Polished Fuselage. With Rolling Gears. With Stand.N560SW,1:200,41.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7682.0
6778,G2UAL602,72728.0,,UNITED,B737-900,N75432,Gemini Jets United Airlines B 737-924WL 1:200 G2UAL602  EcoSkies  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.N75432,1:200,54.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7683.0
6779,G2VIR808,72729.0,,VIRGIN ATLANTIC,B747-400,G-VXLG,Gemini Jets Virgin Atlantic Airways B 747-41R 1:200 G2VIR808 	 2010s  Colors. With Rolling Gears. With Stand.G-VXLG,1:200,109.0,0.0,0.0,GEMINIJETS,ADI,2016-09-26,False,7684.0
6780,XX2484,71765.0,,CATHAY PACIFIC,B747-400,B-LIA,JC Wings CATHAY PACIFIC B 747-467ERF 1:200 XX2484 	 2015s  Colors.With Rolling Gears. With Stand.B-LIA,1:200,98.0,0.0,0.0,JC WINGS,ADI,2016-09-26,False,7685.0
6781,BBOX212,71001.0,,Ansett Australia,B747-300,VH-INJ,JC Wings Ansett Australia B 747-312 1:200 BBOX212  Sydney Olympics - 2000  Colors. With  Star Alliance  Logo. With Rolling Gears. With Stand.VH-INJ,1:200,106.0,0.0,0.0,JC WINGS,ADI,2016-09-26,False,7674.0
6782,IF7070514PBA,68738.0,,British Airtours,B707-400,G-APFO,Inflight200 British Airtours B 707-436 1:200 IF7070514PBA 	 BEA - Hybird  Colors. With Polished Belly. With Rolling Gears.G-APFO,1:200,70.0,0.0,0.0,INFLIGHT200,RUSSELL EPSTEIN,2016-09-30,False,7687.0
6783,BBOXMM02,,34348,Jet Airways,B737-800,VT-JBE,Blue Box Jet Airways B 737-8HXWL 1:200 - BBOXMM02 - ID#34348; 2007s  Colors. With Rolling Gears.VT-JBE,1:200,30.0,0.0,0.0,AVIATION200,RUSSELL EPSTEIN,2016-09-30,False,3969.0
6784,G2ICE579,72058.0,,ICELANDAIR,B757-200,TF-FIU,Gemini Jets Icelandair B 757-256WL 1:200 G2ICE579  Northern Lights - Hekla Aurora  Colors. With Rolling Gears. With Stand.TF-FIU,1:200,75.0,0.0,0.0,GEMINIJETS,RUSSELL EPSTEIN,2016-09-30,False,7495.0
